id,naam,locatie,provincie,gemeente,deelgemeente,bewaringstoestand,structuren,gebeurtenistypes,brontypes,stijl,typologie,context,materiaal,plantensoort,datering,gebeurtenissen,themas,disciplines,zichtbaarheid,dataverantwoordelijke
990183,Vaubanstraat 42,Vaubanstraat 42 (Ieper),West-Vlaanderen,Ieper,Ieper,bewaard,"Hoornwerk Spaanse citadel, Krater WO I","archeologische opgravingen, in-situbehoud",eindverslag (archeologieportaal),,"bomkraters, citadellen, muurresten, verdedigingswerken",,"keramisch bouwmateriaal, natuursteen",,"17de eeuw, 18de eeuw, 19de eeuw, WO I",Opgraving Vaubanstraat 42,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984448,Vaubanstraat,Vaubanstraat 54 (Ieper),West-Vlaanderen,Ieper,Ieper,bewaard,Sporen en vondsten,proefsleuven en proefputten i.f.v. sporensites,archeologienota (archeologieportaal),,"vaatwerk, wapens en munitie",,aardewerk,,"20ste eeuw, middeleeuwen",Proefputtenonderzoek Vaubanstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982646,Twaalfgemetenbos,Wervikstraat (Ieper),West-Vlaanderen,Ieper,Hollebeke,bewaard,WO I sporen,"fysisch-antropologisch onderzoek, metaaldetectie, opgravingen vanuit wetenschappelijke vraagstelling",literatuur,,"bomkraters, bunkers, kleding en -accessoires, loopgraven, sieraden, vaatwerk, wapens en munitie, werktuigen",,"beton, bot, bot (menselijk), glas, hout, katoen, koper, kunststof, leer, metaal, nikkellegering, papier, tin, wol, zilver",,WO I,Opgraving Twaalfgemetenbos,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
987687,Wervikstraat 142,Wervikstraat 142 (Ieper),West-Vlaanderen,Ieper,Zillebeke,niet bewaard,gesneuvelden WOI,"fysisch-antropologisch onderzoek, materiaalstudie, opgravingen vanuit wetenschappelijke vraagstelling, toevalsvondsten",toevalsvondst (archeologieportaal),,"deposities van menselijke resten, kleding en -accessoires, mensengraven, nivelleringslagen, slagvelden, wapens en munitie",,"aardewerk, bot (menselijk), glas, hout, leer, metaal, textiel",,WO I,Toevalsvondst Wervikstraat 142,Erfgoed Eerste Wereldoorlog,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983358,Westkaai 33,Westkaai 33 (Ieper),West-Vlaanderen,Ieper,Ieper,niet bewaard,"Hollandse vestingsfragmenten, Spaanse versterkingselement",archeologische opgravingen,eindverslag (archeologieportaal),,"bouwmaterialen, grachten (verdedigingselementen), muurresten, vaatwerk, verdedigingsmuren",,"aardewerk, bot (dierlijk)",,"17de eeuw, eerste helft 19de eeuw",Werfbegeleiding Westkaai 33,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982936,Jan Ypermanstraat 26,Ypermanstraat 26 (Ieper),West-Vlaanderen,Ieper,Ieper,niet bewaard,"Prehistorie, Romeinse periode - vroege middeleeuwen, Eerste Wereldoorlog, Late middeleeuwen, Nieuwste tijd","landschappelijk bodemonderzoek, materiaalstudie, metaaldetectie, palynologisch onderzoek, proefsleuven en proefputten i.f.v. sporensites, radiokoolstofdatering, vlakdekkende opgravingen, zaden- en vruchtenonderzoek","eindverslag (archeologieportaal), nota (archeologieportaal)",,"afvalkuilen, bomkraters, grachten (infrastructuur), infrastructuur voor waterbevoorraading en -afvoer, kuilen, muurresten, paalkuilen, vaatwerk, verdedigingswerken, wapens en munitie, waterputten, werktuigen",,"aardewerk, bot (dierlijk), glas, leer, metaal, natuursteen, plantaardig materiaal, steengoed, textiel, vuursteen",,"15de eeuw, 20ste eeuw, Romeinse tijd, steentijd, vroege middeleeuwen, WO I","Archeologisch onderzoek Jan Ypermanstraat 26, Archeologisch vooronderzoek Jan Ypermanstraat 26",Erfgoed Eerste Wereldoorlog,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988385,Zonnebeekseweg 361,Zonnebeekseweg 361 (Ieper),West-Vlaanderen,Ieper,Ieper,niet bewaard,WO I structuren,"ecologische archeologie, kaartstudie, luchtfotografisch onderzoek, materiaalstudie, opgravingen vanuit wetenschappelijke vraagstelling, toevalsvondsten, zaden- en vruchtenonderzoek","eindverslag (archeologieportaal), toevalsvondst (archeologieportaal)",,"afvalkuilen, batterijen, bevestigingselementen, borstweringen, bouwmaterialen, extractiekuilen, kleding en -accessoires, kuilen, latrines, linies, loopgraven, munten, recreatieve objecten, schuilplaatsen, vaatwerk, vervoermiddelonderdelen, wapens en munitie, werktuigen",,"aluminium, bot (dierlijk), glas, hout, kalksteen, koper, kunststof, leer, metaal, papier, pijpaarde, textiel, wol",,WO I,Toevalsvondst Zonnebeekseweg 361,Erfgoed Eerste Wereldoorlog,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983468,Zuiderring,Zuiderring (Ieper),West-Vlaanderen,Ieper,Ieper,bewaard,"Wereldoorlog I, Nieuwste tijd","geofysisch onderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"bomkraters, greppels, infrastructuur voor de productie en distributie van elektriciteit en gas, infrastructuur voor landverkeer, loopgraven, wapens en munitie",,"hout, metaal",,"19de eeuw, WO I",Archeologisch vooronderzoek Zuiderring,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982213,Bollewerpstraat,Bollewerpstraat (Ingelmunster),West-Vlaanderen,Ingelmunster,Ingelmunster,bewaard,"Losse vondsten, Inheems-Romeins crematiegraf",proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"bevestigingselementen, crematiegraven, losse vondsten, vaatwerk",,"aardewerk, bot (menselijk), houtskool, ijzer",,"middeleeuwen, nieuwe tijd, Romeinse tijd",Archeologisch vooronderzoek Bollewerpstraat ,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983303,Parking Bollewerpstraat,Bollewerpstraat (Ingelmunster),West-Vlaanderen,Ingelmunster,Ingelmunster,niet bewaard,"Romeins brandrestengraf, Middeleeuwse landweer","archeologische opgravingen, kwadrantenmethode, radiokoolstofdatering",eindverslag (archeologieportaal),,"brandrestengraven, grachten (verdedigingselementen), vaatwerk, wallen (verdedigingselementen)",,"aardewerk, bot (menselijk), glas, houtskool",,"late middeleeuwen, Midden-Romeinse tijd",Opgraving  Parking Bollewerpstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984536,Hendrik Consciencestraat,Hendrik Consciencestraat (Ingelmunster),West-Vlaanderen,Ingelmunster,Ingelmunster,niet bewaard,,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,,,,,,Archeologisch vooronderzoek Hendrik Consciencestraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
991204,Izegemstraat 127-135,Izegemstraat (Ingelmunster),West-Vlaanderen,Ingelmunster,Ingelmunster,bewaard,,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek",nota (archeologieportaal),,,,,,,Vooronderzoek Izegemstraat 127-135,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
979439,Ingelmunster Kanaalstraat,Kanaalstraat (Ingelmunster),West-Vlaanderen,Ingelmunster,Ingelmunster,niet bewaard,Lithisch artefact Steentijd,"archeologisch vooronderzoek, paleolandschappelijk booronderzoek",literatuur,,,,"lithisch materiaal, vuursteen",,steentijd,Vooronderzoek Ingelmunster Kanaalstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980156,Sint-Amanduskerk,Markt (Ingelmunster),West-Vlaanderen,Ingelmunster,Ingelmunster,bewaard,"11de - 12de eeuw, Late middeleeuwen - Nieuwe tijd",opgravingen vanuit wetenschappelijke vraagstelling,eindverslag (archeologieportaal),"gotiek, romaans","grafkelders, grafplaten, munten, muurresten, vaatwerk",,"aardewerk, metaal, natuursteen",,"late middeleeuwen, volle middeleeuwen",Werfbegeleiding Sint-Amanduskerk,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983335,Meulebekestraat,Meulebekestraat (Ingelmunster),West-Vlaanderen,Ingelmunster,Ingelmunster,bewaard,"Romeinse tijd, Lithisch materiaal, Nieuwe tijd","palynologisch onderzoek, radiokoolstofdatering, vlakdekkende opgravingen",eindverslag (archeologieportaal),,"archeologische objecten, brandrestengraven, greppels, meilers, perceelsgreppels",,"houtskool, vuursteen",,"Midden-Romeinse tijd, nieuwe tijd, steentijd, Vroeg-Romeinse tijd",Archeologisch onderzoek Meulebekestraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
979726,Ingelmunster Meulebekestraat,Meulebekestraat 112 (Ingelmunster),West-Vlaanderen,Ingelmunster,Ingelmunster,bewaard,Romeinse periode,"archeologisch vooronderzoek met ingreep in de bodem, sleuvenonderzoek",nota (archeologieportaal),,"brandrestengraven, extractiekuilen, grachten (infrastructuur), greppels, structuren voor houtskoolproductie",,,,"late ijzertijd (westen), Romeinse tijd",Proefsleuvenonderzoek Ingelmunster Meulebekestraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980957,Hoeve Deefakker,Meulebekestraat 112 (Ingelmunster),West-Vlaanderen,Ingelmunster,Ingelmunster,bewaard,"Proefsleuvenonderzoek, Bureauonderzoek","bureauonderzoek, proefsleuven en proefputten i.f.v. sporensites","literatuur, nota (archeologieportaal)",,"kuilen, ophogingslagen, paalkuilen, sites met walgracht, vaatwerk, walgrachten",,,,"late middeleeuwen, nieuwe tijd, nieuwste tijd",Archeologisch vooronderzoek Hoeve Deefakker,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
990194,Oostrozebekestraat 168,Oostrozebekestraat 168 (Ingelmunster),West-Vlaanderen,Ingelmunster,Ingelmunster,bewaard,,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,,,,,,Vooronderzoek Oostrozebekestraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984131,Vooronderzoek Vierbunderstraat 1,Vierbunderstraat 1 (Ingelmunster),West-Vlaanderen,Ingelmunster,Ingelmunster,niet bewaard,Handgevormd aardewerk,"evaluerend terreinonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,,,aardewerk,,Romeinse tijd,Vooronderzoek Ingelmunster Ingelmunster Vierbunderstraat 1,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982929,Baronstraat 129,Baronstraat 129 (Izegem),West-Vlaanderen,Izegem,Emelgem,niet bewaard,,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Baronstraat 129,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983509,Vageweenbos,"Egaalstraat, Pieter Boncquetstraat (Izegem)",West-Vlaanderen,Izegem,Kachtem,niet bewaard,"(Post)middeleeuwse sporen, Romeinse sporen, Middeleeuwse sporen","anthracologisch onderzoek, landschappelijk booronderzoek, materiaalstudie, proefsleuven en proefputten i.f.v. sporensites, radiokoolstofdatering",nota (archeologieportaal),,"brandrestengraven, grachten (infrastructuur), greppels, kuilen, meilers, paalkuilen, perceelsgreppels, vaatwerk",,"aardewerk, faience, fijn grijs aardewerk, geglazuurd aardewerk, keramisch bouwmateriaal, pleister",,"middeleeuwen, nieuwe tijd, nieuwste tijd, Romeinse tijd","Archeologisch vooronderzoek Vageweenbos, Materiaalstudie & natuurwetenschappelijk onderzoek Vageweenbos",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
989326,Izegem Eikenstraat,Eikenstraat (Izegem),West-Vlaanderen,Izegem,Izegem,bewaard,Houtskoolmeiler,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,"middeleeuwen, Romeinse tijd",Vooronderzoek Izegem Eikenstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984683,Haverhuisstraat,"Elf-Julistraat 1-10, Haverhuisstraat (Izegem)",West-Vlaanderen,Izegem,Izegem,niet bewaard,"Archeologische sporen, Losse vondsten","landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"greppels, kuilen",,aardewerk,,volle middeleeuwen,Archeologisch vooronderzoek Haverhuisstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983825,Kokelarestraat,Kokelarestraat 115 (Izegem),West-Vlaanderen,Izegem,Izegem,bewaard,Sporensite,proefputten i.f.v. steentijdartefactensites,archeologienota (archeologieportaal),,"grachten (infrastructuur), greppels, kuilen, paalkuilen, paalsporen",,aardewerk,,"metaaltijden, Vroeg-Romeinse tijd",Proefsleuvenonderzoek Kokelarestraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981311,Lendeleedsestraat 189,Lendeleedsestraat 189 (Izegem),West-Vlaanderen,Izegem,Izegem,bewaard,,"proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek","literatuur, nota (archeologieportaal)",,,,,,,Archeologisch vooronderzoek Lendeleedsestraat 189,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984505,Hazelaarstraat ,Meidoornstraat 40 (Izegem),West-Vlaanderen,Izegem,Izegem,niet bewaard,,proefsleuven en proefputten i.f.v. sporensites,archeologienota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Hazelaarstraat ,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980026,Izegem 't Pandje,Mentenhoekstraat (Izegem),West-Vlaanderen,Izegem,Izegem,niet bewaard,"Neolithicum, Late bronstijd, Late ijzertijd - vroeg-Romeinse periode, Late middeleeuwen, Nieuwe tijd - Nieuwste tijd, WO I","archeologische opgravingen, fysisch-antropologisch onderzoek",nota (archeologieportaal),,"afvalkuilen, archeologische objecten, archeologische sporen en uitgravingen, brandlagen, brandrestengraven, grachten (infrastructuur), greppels, kalkwinning, perceelsgreppels",,,,"late bronstijd, late ijzertijd (westen), late middeleeuwen, neolithicum, nieuwe tijd, nieuwste tijd, Vroeg-Romeinse tijd, WO I",Izegem 't Pandje,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988865,Regina Vandaeleplein,Regina Vandaeleplein (Izegem),West-Vlaanderen,Izegem,Izegem,niet bewaard,"Lithische artefacten, Vroegromeinse houtskoolmeiler, Landelijke nederzetting","archeobotanisch onderzoek, archeologische opgravingen, metaaldetectie, palynologisch onderzoek, radiokoolstofdatering","eindverslag (archeologieportaal), nota (archeologieportaal)",,"afvalkuilen, ambachtelijke objecten, drenkpoelen, erven, gebouwplattegronden, greppels, losse vondsten, meilers, nederzettingen, paalkuilen, vaatwerk, waterputten",,"aardewerk, houtskool, keramisch bouwmateriaal, kwartszandsteen, vuursteen",,"laatneolithicum, Midden-Romeinse tijd, middenmesolithicum, middenneolithicum, Vroeg-Romeinse tijd, vroegmesolithicum",Opgraving Regina Vandaeleplein,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988197,'t Pandje,Roeselaarsestraat 287 (Izegem),West-Vlaanderen,Izegem,Izegem,niet bewaard,"Niet gedateerde ploegsporen/greppels, Overige sporen","landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"greppels, kuilen, ploegsporen, vaatwerk",,aardewerk,,"nieuwe tijd, volle middeleeuwen",Archeologisch vooronderzoek 't Pandje,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983116,Moubeek-Vloethemveld,Aartrijksesteenweg (Jabbeke),West-Vlaanderen,Jabbeke,Jabbeke,niet bewaard,Grondsporen,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,paalsporen,,,,,Proefsleuvenonderzoek Moubeek-Vloethemveld,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983429,Aartrijksesteenweg,Aartrijksesteenweg (Jabbeke),West-Vlaanderen,Jabbeke,Snellegem,bewaard,,verkennend archeologisch booronderzoek,nota (archeologieportaal),,,,,,,Archeologisch vooronderzoek Aartrijksesteenweg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981830,Aartrijksesteenweg 46,Aartrijksesteenwegµ 46 (Jabbeke),West-Vlaanderen,Jabbeke,Jabbeke,bewaard,"Greppel, Kuilen","proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek",nota (archeologieportaal),,"greppels, kuilen",,,,,Nota Aartrijksesteenweg 46,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983706,Legeweg,"André Franchoostraat, Blauwe Torenstraat, Bollaardstraat, Brooloosstraat, Hof Van Straeten, Legeweg, Lucien Dendoovenstraat, Middelhoekstraat, Noordbruggestraat, Ooststraat, Paul Snoekstraat, Poortestuk, Popstaelstraat, Potteriestraat, Provenhofstraat, Smissebeekstraat, Traversestraat, Watermolenstraat (Jabbeke)",West-Vlaanderen,Jabbeke,Varsenare,bewaard,"Ijzertijd, Romeinse tijd, Middeleeuwen - niewe tijd, Eerste Wereldoorlog, Vroegmiddeleeuwse waterput","archeobotanisch onderzoek, archeologische opgravingen, dendrochronologisch onderzoek, radiokoolstofdatering",literatuur,,"brandrestengraven, circulaire nederzettingen, cultuurlagen, dierengraven, gebouwen en structuren, gebouwplattegronden, greppels, infrastructuur voor spoorverkeer, kuilen, muurresten, nederzettingen, paalkuilen, paalsporen, perceelsgreppels, ploegsporen, potstallen, spijkers, spitsporen, waterkuilen, waterputten, wegen",,"aardewerk, bot, bot (dierlijk), glas, hout, houtskool, leer, metaal, natuursteen, vuursteen",,"eerste helft 20ste eeuw, late ijzertijd (westen), middeleeuwen, nieuwe tijd, Romeinse tijd, vroege middeleeuwen",Archeologisch onderzoek Jabbeke Legeweg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
226899,Boomgaardstraat,Boomgaardstraat (Jabbeke),West-Vlaanderen,Jabbeke,Jabbeke,niet bewaard,"Volle-laat middeleeuwse sporen, Vroeg middeleeuwse nederzetting, Laat middeleeuwse-vroegmoderne sporen","archeologische opgravingen, landschappelijk booronderzoek, metaaldetectie, proefsleuven en proefputten i.f.v. sporensites, radiokoolstofdatering","eindverslag (archeologieportaal), nota (archeologieportaal)",,"begraafplaatsen, gebouwplattegronden, grachten (infrastructuur), greppels, inhumatiegraven, kuilen, paalsporen",,"aardewerk, bot, houtskool, metaal, natuursteen, vuursteen",,"13de eeuw, 14de eeuw, 15de eeuw, 16de eeuw, 17de eeuw, 18de eeuw, Karolingische periode, Laat-Romeinse Tijd, Merovingische periode","Archeologisch vooronderzoek Boomgaardstraat, Opgraving Boomgaardstraat",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983711,de Manlaan II,de Manlaan 50C (Jabbeke),West-Vlaanderen,Jabbeke,Varsenare,niet bewaard,,"archeologisch vooronderzoek met ingreep in de bodem, bureauonderzoek",literatuur,,,,,,,Archeologisch vooronderzoek Jabbeke de Manlaan,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983612,Elfhoekstraat,Elfhoekstraat (Jabbeke),West-Vlaanderen,Jabbeke,Jabbeke,bewaard,"Brandrestengraf, Gracht",proefsleuven en proefputten i.f.v. sporensites,archeologienota (archeologieportaal),,"brandrestengraven, grachten (infrastructuur)",,aardewerk,,Midden-Romeinse tijd,Vooronderzoek Elfhoekstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984506,Ettelgemstraat 28,Ettelgemstraat 28 (Jabbeke),West-Vlaanderen,Jabbeke,Jabbeke,niet bewaard,Grondsporen,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"greppels, kuilen",,,,"nieuwe tijd, nieuwste tijd",Archeologisch vooronderzoek Ettelgemstraat 28,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982009,Hof Van Straeten,Hof Van Straeten (Jabbeke),West-Vlaanderen,Jabbeke,Varsenare,bewaard,"IJzertijd of Romeinse grachten, Kuilen, Laatmiddeleeuwse gracht",proefsleuven en proefputten i.f.v. sporensites,archeologienota (archeologieportaal),,"boomgaarden, kuilen, perceelsgreppels",,,,"ijzertijd, late middeleeuwen, nieuwe tijd, nieuwste tijd, Romeinse tijd",Proefsleuvenonderzoek Hof Van Straeten,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
150621,Kapellestraat,Kapellestraat 18-22 (Jabbeke),West-Vlaanderen,Jabbeke,Jabbeke,bewaard,Middeleeuwen,"archeologisch vooronderzoek met ingreep in de bodem, archeologische opgravingen","archief, literatuur",,"archeologische objecten, losse vondsten",,"aardewerk, houtskool",,"Karolingische periode, Merovingische periode","Archeologisch vooronderzoek met ingreep in de bodem Jabbeke, Archeologische opgravingen Jabbeke",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980666,Jabbeke Kerkebeekstraat,Kerkebeekstraat (Jabbeke),West-Vlaanderen,"Brugge, Jabbeke",Varsenare,niet bewaard,Greppels en grachten,"archeologisch vooronderzoek met ingreep in de bodem, sleuvenonderzoek",nota (archeologieportaal),,"grachten (infrastructuur), greppels",,,,nieuwe tijd,Vooronderzoek Jabbeke Kerkebeekstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983330,Ketelweg II,Ketelweg (Jabbeke),West-Vlaanderen,Jabbeke,Jabbeke,bewaard,"Romeinse tijd, Nieuwe tijd, Metaaltijden",vlakdekkende opgravingen,eindverslag (archeologieportaal),,"drenkpoelen, erven, grachten (infrastructuur), greppels, kuilen, paalkuilen, vaatwerk, waterkuilen",,"aardewerk, basalt",,"metaaltijden, nieuwe tijd, Romeinse tijd",Archeologisch onderzoek Ketelweg II,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
991619,Zerkegemstraat - Koornblomme,"Koornblomme, Zerkegemstraat (Jabbeke)",West-Vlaanderen,Jabbeke,Jabbeke,niet bewaard,,proefsleuven en proefputten i.f.v. sporensites,literatuur,,,,,,pleistoceen,Vooronderzoek Zerkegemstraat - Koornblomme,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984551,Kroondreef III,Kroondreef 25-27 (Jabbeke),West-Vlaanderen,Jabbeke,Jabbeke,niet bewaard,"Spieker 1, Spieker 2, Overige sporen","landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"grachten (infrastructuur), greppels, kuilen, paalsporen, spijkers",,aardewerk,,"late ijzertijd (westen), metaaltijden, middeleeuwen, nieuwe tijd, nieuwste tijd, Romeinse tijd",Archeologisch vooronderzoek Kroondreef III,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981435,Monnikenveld,Monnikenveld (Jabbeke),West-Vlaanderen,Jabbeke,Jabbeke,niet bewaard,,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,,,,,,Archeologisch vooronderzoek Monnikenveld,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981307,Oude Dorpsweg 106-108,"Oude Dorpsweg 106-108, Westdorp (Jabbeke)",West-Vlaanderen,Jabbeke,Varsenare,niet bewaard,"Volle tot laat middeleeuwse sporen, Vroeg-middeleeuwse sporen, Romeinse sporen","archeologische opgravingen, dendrochronologisch onderzoek, landschappelijk booronderzoek, metaaldetectie, proefsleuven en proefputten i.f.v. sporensites, radiokoolstofdatering","eindverslag (archeologieportaal), nota (archeologieportaal)",,"brandrestengraven, gebouwplattegronden, grachten (verdedigingselementen), greppels, kuilen, paalsporen, poelen, waterputten",,"aardewerk, bot, hout, houtskool, ijzer, metaal, natuursteen, zandsteen",,"late middeleeuwen, Merovingische periode, Romeinse tijd","Archeologisch vooronderzoek Oude Dorpsweg 106-108, Opgraving Oude Dorpsweg 106-108",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988259,Parochiekerk Sint-Mauritius met kerkhof,Oude Dorpsweg 75 (Jabbeke),West-Vlaanderen,Jabbeke,Varsenare,bewaard,Parochiekerk,"archeologische opgravingen, kaartstudie, toevalsvondsten","cartografie/iconografie/fotografie, literatuur",,"grafkelders, kerkhoven, muurresten, parochiekerken",,"aardewerk, bot (menselijk)",,13de eeuw,"Kaartstudie Ferrariskaart, Toevalsvondst Parochiekerk Sint-Mauritius",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
990164,Stationsstraat 27-33,Stationsstraat (Jabbeke),West-Vlaanderen,Jabbeke,Jabbeke,niet bewaard,"Sporen Nieuwste tijd, Romeinse-middeleeuwse sporen","landschappelijk bodemonderzoek, metaaldetectie, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"grachten (infrastructuur), greppels, munten, paalsporen, palissaden, vaatwerk",,"aardewerk, koper, lood, steengoed",,"15de eeuw, 16de eeuw, nieuwste tijd, Romeinse tijd",Vooronderzoek Stationsstraat 27-33,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983511,Kwetshage,Vaartdijk-Zuid (Jabbeke),West-Vlaanderen,Jabbeke,Jabbeke,bewaard,"Veenwinning, Baksteenproductie en bewoning",proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"bouwmaterialen, muurresten, puinlagen, steenovens, vaatwerk, veenwinning","paleobodems, steenbakkerijen, veenafzettingen",aardewerk,,"late middeleeuwen, nieuwe tijd, volle middeleeuwen",Archeologisch vooronderzoek Kwetshage,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982367,Varsenareweg,Varsenareweg (Jabbeke),West-Vlaanderen,Jabbeke,Onbepaald,niet bewaard,"Grondsporen vroege middeleeuwen, Grondsporen volle middeleeuwen, Grondsporen late middeleeuwen","archeologische opgravingen, natuurwetenschappelijk onderzoek",literatuur,,"afvalkuilen, bijgebouwen, drenkpoelen, gebouwplattegronden, paalkuilen, waterkuilen",,"aardewerk, glas, hout, leer, metaal",,"late middeleeuwen, volle middeleeuwen, vroege middeleeuwen",Opgraving Varsenareweg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984067,Varsenareweg 22B-I,Varsenareweg 22B-I (Jabbeke),West-Vlaanderen,Jabbeke,Jabbeke,bewaard,"19de-eeuwse munt, Bakpan fragment en greppel late middeleeuwen, Greppels post middeleeuwen","metaaldetectie, proefsleuven en proefputten i.f.v. sporensites",literatuur,,"greppels, munten, vaatwerk",,"aardewerk, brons",,"13de eeuw, 14de eeuw, 19de eeuw, nieuwe tijd",Vooronderzoek Varsenareweg 22B-I,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982733,Vlamingveld Fase 1,Vlamingveld (Jabbeke),West-Vlaanderen,Jabbeke,Jabbeke,niet bewaard,Grondsporen,"archeobotanisch onderzoek, archeologische opgravingen, proefsleuven en proefputten i.f.v. sporensites, radiokoolstofdatering","eindverslag (archeologieportaal), nota (archeologieportaal)",,"erven, greppels, kuilen, paalsporen",,"aardewerk, keramisch bouwmateriaal",,"Karolingische periode, Romeinse tijd","Nota Vlamingveld, Opgraving Vlamingveld JAVL21",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983508,Vlamingveld Fase 2,Vlamingveld (Jabbeke),West-Vlaanderen,Jabbeke,Jabbeke,bewaard,Grondsporen,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"grachten (infrastructuur), greppels, paalkuilen, vaatwerk",,aardewerk,,Romeinse tijd,Proefsleuvenonderzoek Vlamingveld Fase 2,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
304978,Hoeve Ter Scotelaere,Westernieuwweg 56 (Jabbeke),West-Vlaanderen,Jabbeke,Varsenare,bewaard,Walgracht Hoeve Ter Scotelaere,"booronderzoek, erfgoedonderzoek, opgravingen vanuit wetenschappelijke vraagstelling","cartografie/iconografie/fotografie, eindverslag (archeologieportaal)",,"cultuurlagen, muurresten, sites met walgracht",,"aardewerk, glas, leer, metaal",,"17de eeuw, 18de eeuw, 19de eeuw, 20ste eeuw, late middeleeuwen, WO II","Erfgoedonderzoek Jabbeke, Vooronderzoek Hoeve Ter Scotelaere",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
